ticker,cik
DRD,1023512
CNS,1284812
DNLI,1714899
VERA,1831828
SYNA,817720
REVG,1687221
HPHTY,1600928
HP,46765
PCH,1338749
SBCF,730708
WNS,1356570
MCHB,1518715
BL,1666134
ALMS,1847367
TTAM,2035304
XENE,1582313
KTB,1760965
HAE,313143
PLMR,1761312
CBU,723188
FUL,39368
HWKN,46250
ARQT,1787306
OPLN,1395942
HYPMY,1486749
VRDN,1590750
SHOO,913241
VRRM,1682745
BTDR,1899123
HNGE,1673743
LRN,1157408
CSTM,1563411
BFH,1101215
TBBK,1295401
IAC,1800227
VCYT,1384101
PBH,1295947
TDW,98222
ARLP,1086600
BEAM,1745999
BANC,1169770
COCO,1482981
FIZZ,69891
BSM,1621434
PTRN,1811935
BRBR,1772016
CSQ,1275214
EWTX,1710072
STNG,1483934
OII,73756
BBU,1654795
IPAR,822663
IRON,1816736
USAC,1522727
WRD,1867729
ARX,1997350
APAM,1517302
VERX,1806837
MPW,1287865
EEFT,1029199
FBK,1649749
BKD,1332349
VNET,1508475
BCC,1328581
MANU,1549107
TGNA,39899
GLOB,1557860
IDYA,1676725
KLIC,56978
AERO,1561861
WU,1365135
CRGY,1866175
CPK,19745
INTA,1565687
ITGR,1114483
PVH,78239
DBRG,1679688
GRBK,1373670
USAS,1286973
ERAS,1761918
BOH,46195
RLX,1828365
AAP,1158449
DYN,1818794
SXI,310354
WDFC,105132
NMIH,1547903
COLM,1050797
CPRX,1369568
TGB,878518
TNET,937098
EXG,1379438
HAFN,1815779
HIW,921082
XXI,2070457
HURN,1289848
ADPT,1478320
LXP,910108
IFHLY,2035057
SFNC,90498
TPH,1561680
EYUBY,1562294
HUBG,940942
JPC,1216583
COPR,1263364
KYIV,2062440
AMR,1704715
RELY,1782170
TARS,1819790
MGEE,1161728
LUNR,1844452
MSGE,1952073
AMBA,1280263
PTEN,889900
CXT,25445
FFBC,708955
BWIN,1781755
MRX,1997464
CAKE,887596
ASH,1674862
RCUS,1724521
CPRI,1530721
AWR,1056903
INSW,1679049
ATS,1394832
IMNM,1472012
CTRI,1981599
SUPN,1356576
MH,1951070
CCU,888746
ALM,1670061
UPWK,1627475
RHI,315213
ACLS,1113232
BBAI,1836981
SUNC,2089661
NAD,1083839
APLE,1418121
MGRC,752714
PRVA,1759655
FMCXF,1105122
IE,1879016
TLX,2007191
ADX,2230
TDC,816761
SVM,1340677
MTRN,1104657
ATRO,8063
CEPU,1717161
AKR,899629
GTM,1794515
ABM,771497
WGS,1818331
CALY,837465
LION,2052959
CON,2014596
LFST,1845257
COTY,1024305
APLS,1492422
TENB,1660280
HCM,1648257
DNOW,1599617
NCNO,1902733
BKV,1838406
DBC,1328237
VTMX,1969373
ZIM,1654126
TXG,1770787
TR,98677
GT,42582
SID,1049659
BRZE,1676238
PFS,1178970
BATRA,1958140
DRSHF,1671541
CNK,1385280
ATHM,1527636
NVG,1090116
HG,1593275
DIOD,29002
PHIN,1968915
TVTX,1438533
UAA,1336917
NATL,1974138
BRSL,1619762
WB,1595761
DKL,1552797
BELFA,729580
AVPT,1777921
ANDG,2065708
IHS,1876183
HE,354707
HTFL,1464521
CWT,1035201
CVBF,354647
AMBP,1845097
BLKB,1280058
WOR,108516
NSIT,932696
ASAN,1477720
ETOR,1493318
KMT,55242
SHTPY,2018852
BTE,1279495
DXC,1688568
OLN,74303
KWR,81362
CHEF,1517175
TWST,1581280
CUBI,1488813
MLYS,1933414
DRVN,1804745
UE,1611547
PRK,805676
SYRE,1636282
FCPT,1650132
AGYS,78749
POWI,833640
CNXC,1803599
GOF,1380936
GDV,1260729
VC,1111335
XRAY,818479
MESO,1345099
PAX,1825570
AAOI,1158114
FORTY,1045986
QUBT,1758009
CECO,3197
KNTK,1692787
SBLK,1386716
UTF,1275617
CURB,2027317
PTY,1190935
VSH,103730
BKE,885245
DBD,28823
TRMK,36146
WVE,1631574
MLCO,1381640
PTON,1639825
WAFD,936528
BBUC,1871130
ALRM,1459200
TSCFY,1555815
WT,880631
NGVT,1653477
ETY,1340736
HOG,793952
INSP,1609550
SDRL,1737706
KMPR,860748
AYR,1362988
TRMD,1655891
LC,1409970
DAVE,1841408
RXRX,1601830
ATKR,1666138
NZF,1137887
BBT,1108134
AAPG,2023311
GSHD,1726978
SAM,949870
RXO,1929561
CIVI,1509589
UNFI,1020859
RARE,1515673
OSSUY,1437545
CLM,814083
ZGN,1877787
FLO,1128928
FBNC,811589
CC,1627223
NOG,1104485
RDW,1819810
OI,812074
RNG,1384905
OGN,1821825
ALG,897077
FA,1210677
LU,1816007
RBTK,1594204
TIC,2032966
TPB,1290677
SRPT,873303
SLNO,1484565
TGLS,1534675
SEZL,1662991
GEO,923796
OCUL,1393434
SPNT,1576018
PAYO,1845815
VZLA,1796073
OMCL,926326
HTH,1265131
GLPG,1421876
LASR,1124796
CSGS,1005757
NBTB,790359
GENI,1834489
TRN,99780
CHA,2013649
PLUS,1022408
ATEC,1350653
GRND,1820144
IRDM,1418819
HI,1417398
BB,1070235
NYAX,1901279
IVT,1307748
NEOG,711377
BWLP,1649313
CVI,1376139
ALKT,1529274
BUSE,314489
ASGN,890564
EVCM,1853145
QFIN,1741530
SM,893538
FRME,712534
APPN,1441683
NVTS,1821769
DHT,1331284
HLIO,1024795
MAZE,1842295
PK,1617406
NHC,1047335
HRMY,1802665
WD,1497770
DX,826675
MGNI,1595974
KYN,1293613
DNTH,1690585
CRML,1951089
CBZ,944148
BUR,1714174
VVX,1601548
BHC,885590
EFXT,1904856
NTB,1653242
TNK,1419945
DEI,1364250
CDLR,1978867
GCMG,1819796
NIC,1174850
AVDL,1012477
GEL,1022321
EPAC,6955
EFSC,1025835
MTX,891014
TSLX,1508655
PLAB,810136
RVT,804116
SAH,1043509
EYE,1710155
OLMA,1750284
GNL,1526113
BANR,946673
PGNY,1551306
ARR,1428205
VOYG,1788060
VIA,1603015
SEDG,1419612
KN,1587523
UCTT,1275014
RVLV,1746618
ANDE,821026
PRDO,1046568
TALO,1724965
PCT,1830033
RNW,1848763
IQ,1722608
PRKS,1564902
STC,94344
SLVM,1856485
RUM,1830081
SXGCF,1622629
SMNR,1913577
NTCT,1078075
ADEA,1803696
PWP,1777835
NESR,1698514
OSW,1758488
FMC,37785
SYBT,835324
STRA,1013934
PENN,921738
FXCNY,1164009
CXW,1070985
DXPE,1020710
CENT,887733
KSS,885639
ODD,1907085
KALU,811596
WLDN,1370450
AAMI,1748824
SKWD,1519449
SLDE,1886428
WS,1968487
SGRY,1638833
ESRT,1541401
WERN,793074
IOSP,1054905
HCI,1400810
HUN,1307954
CMRE,1503584
ARCB,894405
NRIX,1549595
EXTR,1078271
AORT,784199
SBET,1981535
FIHL,1636639
ADUS,1468328
NWN,1733998
CMPR,1262976
VECO,103145
AESI,1984060
HBNB,2054507
MQ,1522540
UFPT,914156
SION,2036042
MNR,1980088
TE,1992243
LMAT,1158895
NN,1865631
CLVT,1764046
AUPH,1600620
CASH,907471
PRGO,1585364
NUVB,1811063
PDO,1798618
CLMT,2013745
EVT,1253327
ARDX,1437402
VAC,1524358
ATRC,1323885
LAC,1966983
FLOC,2035149
CURLF,1756770
GAB,794685
IPX,1898601
DRH,1298946
CCS,1576940
NUV,812801
ESTA,1688757
GRDN,1802255
ZLAB,1704292
FDP,1047340
FIGS,1846576
AGM,845877
NOMD,1651717
HLMN,1822492
REAL,1573221
HTO,766829
XZO,1873951
DAC,1369241
RCAT,748268
IMAX,921582
AVVSY,2082141
INOD,903651
EVTC,1559865
MAAS,1750264
NWBI,1471265
SMPL,1702744
NEXA,1713930
XPRO,1575828
SEM,1320414
QDEL,1906324
SNDX,1395937
CRVS,1626971
FCF,712537
VCEL,887359
AZTA,933974
EBCRY,1969796
LNXSY,1311307
NWL,814453
DQ,1477641
TILE,715787
JJSF,785956
DVAX,1029142
ANIP,1023024
USA,799195
UNIT,2020795
SEMR,1831840
INVX,1042893
CYD,932695
ETG,1270523
DV,1819928
MD,893949
PRGS,876167
ESBA,1553079
LOB,1462120
PARR,821483
SONO,1314727
AI,1577526
FUN,1999001
IMCR,1671927
NNE,1923891
ZYME,1937653
MCW,1853513
ROG,84748
PHVS,1830487
TV,912892
ADNT,1670541
BHE,863436
GLUE,1826457
SHCO,1846510
UPB,2022626
SMA,1585389
BLX,890541
PBI,78814
HLF,1180262
HMN,850141
TY,99614
NTST,1798100
JAMF,1721947
AMRC,1488139
CLDX,744218
CHCO,726854
NAC,1074952
CNL,1953575
ARRY,1820721
AVAH,1832332
WMK,105418
SLSR,2019103
ICFI,1362004
YELP,1345016
KDK,1853138
JBLU,1158463
PRCT,1588978
NTLA,1652130
MNKD,899460
DFH,1825088
NMM,1415921
LTC,887905
WBTN,1997859
PSIX,1137091
STEW,102426
CDRE,1860543
GTY,1052752
ETV,1322436
DFTX,1813814
DK,1694426
RHLD,2039497
GTBIF,1795139
ORKA,907654
STOK,1623526
BDJ,1332283
SHO,1295810
BHVN,1935979
TYRA,1863127
CLBK,1723596
STEL,1473844
AGIO,1439222
AMLX,1658551
PGEN,1356090
NSP,1000753
AILIH,18654
PGY,1883085
RAPT,1673772
AIN,819793
OFG,1030469
ALVO,1898416
DCO,30305
MUX,314203
VRE,924901
HTZ,1657853
RAMP,733269
ABR,1253986
MXL,1288469
DGII,854775
MDCOY,2094100
ARCO,1508478
RQI,1157842
WINA,908315
MCRI,907242
LOMA,1711375
FLYW,1580560
SRCE,34782
SVV,1883313
SKYT,1819974
WLY,107140
ASM,316888
ZD,1084048
MBIN,1629019
MBX,1776111
EDN,1395213
CXM,1569345
NEO,1077183
LEG,58492
STBA,719220
AEGXF,1309167
BSTZ,1768666
BRKK,2074160
SHLS,1831651
PAHC,1069899
OCS,1953530
LZ,1286139
STGW,876883
AXGN,805928
BLBD,1589526
TNGX,1819133
NVAX,1000694
TCBK,356171
TTI,844965
HROW,1360214
CCB,1437958
BTGO,1740604
FTRE,1965040
LSPD,1823306
SPB,109177
GSG,1332174
PSNY,1884082
GABC,714395
ENVX,1828318
TIGR,1756699
BMEZ,1785971
GLP,1323468
HOPE,1128361
ALGT,1362468
TFIN,1539638
NXRT,1620393
BITF,1812477
KARO,1828102
JMIA,1756708
ELVN,1672619
GBX,923120
CERT,1827090
BFC,1746109
ECAT,1864843
BXMX,1298699
ECO,1964954
LZB,57131
BCAT,1809541
IRS,933267
FSLY,1517413
BAK,1071438
LKFN,721994
ORC,1518621
TRIP,1526520
ACVA,1637873
IAUX,1853962
UTI,1261654
LILA,1712184
AMSC,880807
MBC,1941365
WEN,30697
METC,1687187
QURE,1590560
NVRI,45876
NBHC,1475841
SGML,1848309
XHR,1616000
BVC,1785680
TCNNF,1754195
ALEX,1545654
KMTS,1877184
AMPX,1899287
CET,18748
CTS,26058
KOD,1468748
NRP,1171486
ROCK,912562
IMOS,1123134
SBH,1368458
DOLE,1857475
VET,1293135
ENR,1632790
BTT,1528437
EFC,1411342
CSIQ,1375877
QCRH,906465
ABTC,1755953
SCZM,1548536
PHAR,1828316
HIMX,1342338
INVA,1080014
ARHS,1875444
RLAY,1812364
OUST,1816581
CNXN,1050377
BY,1702750
NVCR,1645113
HYT,1222401
XPEL,1767258
THR,1489096
EVEX,1823652
DCOM,846617
CTOS,1709682
BTX,1836057
TSAT,1845840
GUYGF,1526491
WKC,789460
GCT,1857816
MNSKY,1584297
EXPI,1495932
JKS,1481513
RES,742278
FIVN,1288847
NGL,1504461
DFIN,1669811
SOC,1831481
COLL,1267565
GAM,40417
ATAI,1840904
BST,1616678
WTTR,1693256
KRP,1657788
MSDL,1782524
LADR,1577670
TWO,1465740
BCRX,882796
FLNG,1772253
CNOB,712771
ARI,1467760
GILT,897322
TRVI,1563880
WWW,110471
TRS,842633
VYX,70866
ARLO,1736946
GRC,42682
TNC,97134
ANAB,1370053
MAN,871763
WLFC,1018164
AAT,1500217
QQQX,1608741
ASA,1230869
MRVI,1823239
UVV,102037
NAK,1164771
UAMY,101538
JCAP,2046042
RBCAA,921557
BORR,1715497
PEB,1474098
LAR,1440972
NSSC,69633
IMKTA,50493
TRUP,1371285
AHCO,1725255
NEXT,1612720
TUYA,1829118
TNDM,1438133
SFDMY,1493507
IIPR,1677576
DHC,1075415
OXLC,1495222
DAO,1781753
KW,1408100
PSEC,1287032
COHU,21535
SILA,1567925
HCSG,731012
AFYA,1771007
CSWC,17313
WLTH,1524566
FINV,1691445
PLTK,1828016
MLKN,66382
IMTX,1809196
UMH,752642
SPH,1005210
PDFS,1120914
AMPL,1866692
GSL,1430725
MNFYY,2014145
DBVT,1613780
SANA,1770121
MGIC,876779
WGO,107687
LNN,836157
ELE,2086771
DSGR,703604
IVA,1756594
AZULQ,1432364
SLI,1537137
EYPT,1314102
LMRI,2071288
ATEN,1580808
DSL,1566388
RAPP,2012593
RSRBF,1974551
TSHA,1806310
VTOL,1525221
PRG,1808834
EVO,1412558
PAEXY,2073620
EZPW,876523
RUPRF,1010000
RERE,1838957
AGRO,1499505
CAPR,1133869
NFJ,1260563
FOR,1406587
JFR,1276533
ECPG,1084961
CRI,1060822
IRMD,1325618
OBK,1516912
SCL,94049
CRAI,1053706
TRIN,1786108
RIOFF,1743235
DAWN,1845337
BH-A,1726173
USPH,885978
GOLD,1591588
ENOV,1420800
CCEC,1392326
PRLB,1443669
CSTL,1447362
BV,1734713
WABC,311094
XERS,1867096
ECVT,1708035
VITL,1579733
PRA,1127703
THS,1320695
OPRA,1737450
NVGS,1581804
NABL,1834488
ALX,3499
CRF,33934
TBLA,1840502
AMPH,1297184
CNMD,816956
NMZ,1266585
GOOS,1690511
CLOV,1801170
DMLP,1172358
IDT,1005731
RZLV,1920294
LUCK,1840572
FSCO,1568194
PX,1841968
EOS,1308335
BLFS,834365
ACHC,1520697
DEA,1622194
LPG,1596993
ABCL,1703057
ARDT,1756655
GIII,821002
SVRA,1160308
PZZA,901491
RR,1963685
PLPC,80035
IOVA,1425205
TIXT,1825155
ORIC,1796280
TMQ,1543418
PMT,1464423
NPKI,71829
CCOI,1158324
HLIT,851310
GIC,945114
ABXXF,1971975
LGIH,1580670
BW,1630805
MLTX,1821586
EVV,1222922
FPF,1567569
ELVR,1739016
YALA,1794350
NFGC,1840616
CMPX,1738021
LUXE,1831907
VRTS,883237
PEBO,318300
PAR,708821
SEPN,1984086
CSR,798359
GLIBA,2057463
EVLV,1805385
AMAL,1823608
NBXG,1843181
SAFT,1172052
ULCC,1670076
RLJ,1511337
SUPV,1517399
HLX,866829
NEGG,1474627
MOMO,1610601
BFLY,1804176
THRM,903129
AKTS,2035832
UPBD,933036
PUMP,1680247
CTBI,350852
SFL,1289877
PHAT,1783183
OCSL,1414932
ASTE,792987
REX,744187
VLRS,1520504
GROY,1834026
RDWR,1094366
UAN,1425292
DLX,27996
CDNA,1217234
SDGR,1490978
TMP,1005817
BBOT,1869105
PXED,1600222
CBL,910612
NBTX,1760854
NUTX,1479681
PTA,1793882
FSUN,1709442
ROOT,1788882
CIM,1409493
JBGS,1689796
ZBIO,1953926
AEBI,2048519
GEMI,2055592
BFS,907254
HQH,805267
ASTH,1083446
GSBD,1572694
DAKT,915779
VIR,1706431
CMP,1227654
INBX,2007919
OLPX,1868726
SIFY,1094324
ICHR,1652535
CDNL,2079999
SHAZ,2068385
IGIC,1794338
OCFC,1004702
HEPS,1850235
AOD,1379400
MFIC,1278752
TDOC,1477449
PFBC,1492165
OSBC,357173
CRON,1656472
SPRY,1671858
PDS,1013605
PENG,1616533
COUR,1651562
PDM,1042776
INMD,1742692
GLDD,1372020
SBGI,1971213
CRTO,1576427
MMI,1578732
TROX,1530804
ALNT,46129
SVMB,1647822
MFA,1055160
OPK,944809
MUC,1051004
PD,1568100
URGN,1668243
EIG,1379041
FMBH,700565
SBR,710752
ASST,1920406
ETW,1322435
MRTN,799167
KBDC,1747172
CCO,1334978
DEC,1922446
CTMX,1501989
GHRS,1855129
BBN,1493683
TBPH,1583107
VTYX,1851194
EAI,7323
SAFE,1095651
PVLA,1583648
ARVN,1655759
SLDP,1844862
BTZ,1379384
ANNX,1528115
TASK,1829864
LQDT,1235468
CRESY,1034957
PRSU,884219
BCX,1506289
GO,1771515
TLRY,1731348
NBR,1163739
HDL,1995306
FWRG,1789940
LMB,1606163
SBSI,705432
ODV,1431852
CII,1278895
PLSE,1625101
BKSY,1753539
MSEX,66004
EQBK,1227500
ASPI,1921865
NBBK,1979330
RNP,1224450
BBDC,1379785
BBSI,902791
AVBP,1868279
JBI,1839839
BHRB,1964333
SSYS,1517396
PNTG,1766400
WBI,2064947
EH,1759783
HUYA,1728190
UVSP,102212
AVO,1802974
GMRE,1533615
SERV,1832483
CPAC,1221029
CHY,1222719
PFLT,1504619
NNNN,1982708
OMDA,1611115
ACEL,1698991
XNCR,1326732
STAA,718937
EVGO,1821159
MOFG,1412665
CRCT,1828962
ESQ,1531031
EEX,1579214
NRDS,1625278
MVST,1760689
RNLXY,1811115
BJRI,1013488
AXTI,1051627
CLB,1958086
INDI,1841925
YEXT,1614178
MCB,1476034
XIFR,1603145
TYG,1268533
GSM,1639877
IIIV,1728688
UTZ,1739566
AWF,906013
PSNL,1527753
PHR,1412408
PCN,1160990
NMAX,2026478
BCAX,2023658
CFFN,1490906
AHMA,2010959
NB,1512228
CGBD,1544206
SCSC,918965
YB,1995520
SNCY,1743907
ACDC,1881487
ITRN,1337117
NMFC,1496099
HBNC,706129
EPC,1096752
OMER,1285819
CHI,1171471
RYI,1481582
ALIT,1809104
UTL,755001
CWH,1669779
AMRQF,2076631
POET,1437424
SSII,1676163
BFST,1624322
LIND,1512499
NPK,80172
PDX,1756908
VSTS,1967649
UFCS,101199
JANX,1817713
NRK,1195739
HFWA,1046025
AMTB,1734342
CCCX,2007825
GERN,886744
GNK,1326200
TDAY,1579684
HNRG,788965
PBT,319654
SMP,93389
EMO,1517518
LOT,1962746
NRGV,1828536
MBWM,1042729
PLOW,1287213
FWRD,912728
ANPA,2031688
AEVA,1789029
GGN,1313510
BCSF,1655050
MPLT,1770069
NAT,1000177
IART,917520
JBSS,880117
SCHL,866729
CAPL,1538849
OPFI,1818502
PHK,1219360
HTD,1260041
YDES,2011674
HAFC,1109242
AMWD,794619
EOI,1300391
PCRX,1396814
IMSR,2019804
LAES,1951222
SPPP,1539190
BRELY,2018463
BOW,2002473
NX,1423221
CPF,701347
HBT,775215
EVER,1640428
FBRT,1562528
DRUG,1827401
LDI,1831631
FLGT,1674930
AEHR,1040470
ODC,74046
AIV,922864
ASIC,2040491
IRWD,1446847
PRCH,1784535
VALN,1836564
TK,911971
KRUS,1772177
MQY,890196
APOG,6845
AENT,1823584
UVE,891166
WYFI,2042022
RJET,810332
RPD,1560327
FSBC,1275168
LINC,1286613
GPRE,1309402
SLRC,1418076
MTUS,1598428
WSHP,2048271
FPH,1574197
BIOA,1709941
MEG,1643615
VINP,1826286
FUBO,1484769
CBLL,1861107
ESPR,1434868
GAU,1377757
GDRX,1809519
MATW,63296
ATLC,1464343
QNST,1117297
DSP,1828791
ITRG,1722387
TREE,1434621
DJCO,783412
WRN,1364125
FMCB,1085913
CAC,750686
SES,1819142
SENEA,88948
FOXF,1424929
CAZGF,2074220
BBW,1113809
HTLD,799233
NXDR,1846069
FFC,1174164
SWRD,1795851
ABUS,1447028
CCNE,736772
TEN,1166663
THQ,1604522
WOOF,1826470
OPY,791963
AMN,1142750
CTLP,896429
MTA,1722606
BALY,1747079
EGBN,1050441
JBIO,1798749
ABX,1814287
VTS,1944558
SWIM,1833197
HRTG,1598665
MCBS,1747068
REAX,1862461
MDXG,1376339
AIO,1778114
HIPO,1828105
VEL,1692376
INNV,1834376
AHG,1702318
TRST,357301
GYRE,1124105
BLDP,1453015
MFI,1940941
PACB,1299130
HTBK,1053352
GHM,716314
BRSP,1717547
NKTR,906709
ADTN,926282
CNNE,1704720
PRME,1894562
MYE,69488
ERII,1421517
SG,1477815
AXG,1959224
RWT,930236
NOAH,1499543
APEI,1201792
DOWAY,2038919
UURAF,1495651
ADAM,1273685
SFIX,1576942
JQC,1227476
FFMGF,1641229
KALV,1348911
FGOVF,1064052
VTIX,1606242
THFF,714562
DC,1852353
ECC,1604174
SLS,1390478
WLKP,1604665
SATL,1874315
ENGN,1980845
NEWP,1369085
AMC,1411579
ADSE,1879248
SIBN,1459839
HTB,1538263
KURA,1422143
RSKD,1851112
WSR,1175535
MYI,883412
BTO,925683
STRW,1782430
MPB,879635
MEGI,1855066
NXP,883618
CGEM,1789972
MNTN,1891027
URG,1375205
UXIN,1729173
PAXS,1886878
KODK,31235
KE,1606757
HIVE,1720424
IBCP,39311
GLASF,1848731
BLND,1855747
FULC,1680581
CCBG,726601
CARS,1683606
GDEN,1071255
RA,1655099
TRTX,1630472
DLY,1788399
UDMY,1607939
DBA,1383082
HBIA,732417
WDI,1819559
IGR,1268884
AHH,1569187
BTBT,1710350
SSTK,1549346
NIE,1383441
SKYH,1823587
FDUS,1513363
AIOT,1774170
UROY,1711570
GDYN,1743725
ANGX,1865200
ASGI,1793855
MAX,1818383
ORRF,826154
AIP,1667011
PFN,1296250
MGMNF,1965615
ACP,1503290
AMSF,1018979
MALG,1309251
TATT,808439
STK,1471420
BZH,915840
TH,1712189
GFR,1966287
BHK,1160864
BWMX,1788257
LYTS,763532
HLSCF,2013223
FIP,1899883
LXU,60714
RDVT,1720116
SXC,1514705
BOE,1320375
MATV,1000623
SMBC,916907
GDOT,1386278
GSBC,854560
RGNX,1590877
TALK,1803901
CGNT,1824814
RIGL,1034842
TBLD,1820378
CBRL,1067294
HOV,357294
CINT,1868995
ALTI,1838615
SMBK,1038773
CMPS,1816590
ECX,1861974
AOSL,1387467
NKX,1195738
GDLC,1729997
PLAY,1525769
TDUP,1484778
DGICA,800457
PROK,1850270
BGM,1779578
CSV,1016281
NCDL,1737924
KOS,1509991
ISOU,1997377
CTKB,1831915
BBNX,1674632
SPFI,1163668
TIPT,1393726
DMII,2040475
STEX,1530766
VMO,884152
EBS,1367644
TCMD,1027838
KRNGY,1494191
FISI,862831
NWPX,1001385
TBN,1997652
MGTX,1735438
MUJ,1053988
PEO,216851
HSTM,1095565
GRPN,1490281
SVA,1084201
ALT,1326190
FAX,790500
WRLD,108385
IVR,1437071
CVLG,928658
FUEMF,2001201
TXO,1559432
CCD,1602584
KFRC,930420
PDT,855886
MSIF,1535778
EMD,1227862
NTGR,1122904
DSU,1051003
IDR,1030192
GRNT,1928446
KRO,1257640
IIIN,764401
GOGO,1537054
EVOH,1700844
DRTS,1871321
MSC,1713334
MBUU,1590976
EU,1500881
VREOF,1771706
DDL,1854545
LXRX,1062822
PHDWY,1765812
UMAC,1956955
FCBC,859070
SHBI,1035092
ABAT,1576873
NGVC,1547459
EVMN,2044725
THSGF,1832803
ETD,896156
FRGE,1827821
PRAA,1185348
LDP,1548717
FVRR,1762301
MHD,1034665
WDH,1823986
EMBC,1872789
NDMO,1793129
NPB,1336706
VTEX,1793663
ALPIB,872716
BUI,1528988
RGR,95029
AVR,2011514
APPS,317788
CRMD,1410098
FWDI,38264
GOSS,1728117
AVNS,1606498
SHEN,354963
ALRS,903419
CWCO,928340
PCLA,2018462
RMT,912147
LENZ,1815776
CEVA,1173489
REPX,1001614
BWMN,1847590
MAMA,1520358
DSGN,1807120
HZO,1057060
PSTL,1759774
MNRO,876427
ETJ,1395325
LPTH,889971
PHCI,1620749
CMCL,766011
BCAL,1795815
VPG,1487952
CEPF,2034267
EVAC,2042902
THM,1134115
CMCO,1005229
KRNT,1625791
ANGI,1705110
REPL,1737953
VREX,1681622
DNA,1830214
BMBL,1830043
ARKO,1823794
SNDA,1043000
AEXA,2079173
LE,799288
NMCO,1774342
CTO,23795
CASS,708781
HTT,1692705
IBTA,1538379
WASH,737468
IIM,885601
BIT,1562818
DNUT,1857154
KOP,1315257
AMBQ,1500412
SD,1349436
IVVD,1832038
VOR,1817229
BTQ,1821866
BLMN,1546417
LBRX,1691082
MMU,886043
LAB,1162194
STKL,351834
OWLS,2025416
HY,1173514
CRSR,1743759
AVK,1219120
DIAX,1608742
SPT,1517375
TWI,899751
RYAM,1597672
ZKH,1862044
BGY,1393299
TRNS,99302
KROS,1664710
GOOD,1234006
SOHU,1734107
VGM,880892
IFN,917100
GRNL,1282571
OXM,75288
TCBX,1781730
BHB,743367
KYTX,1994702
CPS,1320461
LTBR,1084554
SB,1434754
PURR,2078856
GAIN,1321741
MYGN,899923
PKST,1600626
LXEO,1907108
CLMB,945983
GOTU,1768259
FEIM,39020
HPK,1792849
BXC,1301787
WEAV,1609151
CDZI,727273
GUT,1080720
CRNC,1768267
UHT,798783
GETY,1898496
BME,1314966
RHNO,1785493
FET,1401257
KREF,1631596
DCBO,1829959
CCAP,1633336
LYEL,1806952
AROW,717538
ZEUS,917470
EVTL,1867102
BLW,1233681
VKQ,877463
NPCE,1528287
BVS,1665988
MGPI,835011
PANL,1606909
VCV,895531
ACIC,1401521
PIII,1832511
OFIX,884624
UP,1819516
FTK,928054
GHY,1554697
BGB,1546429
EHAB,1803737
IQI,885125
FFIC,923139
UNTY,920427
WIW,1267902
MRRDF,1839886
DIN,49754
ANRO,1999480
PRTA,1559053
SUPX,1897087
HONE,1769617
LWLG,1325964
PINWF,2059573
HCKT,1057379
NUS,1021561
FTHY,1810523
KLC,1873529
OIS,1121484
OCGN,1372299
RRBI,1071236
CRD-A,25475
PGC,1050743
BCSS,2064355
DVS,1542028
CTNM,1855175
CODI,1345126
GUG,1864208
SCVL,895447
FFWM,1413837
VLGEA,103595
CYRX,1124524
LVWR,1898795
IBEX,1720420
HQL,884121
ELVA,1844450
SLDB,1707502
FMNB,709337
KMDA,1567529
NML,1562051
THW,1635977
ALLT,1365767
CHW,1396277
NRIM,1163370
FUFU,1921158
IHRT,1400891
VVR,1059386
BWB,1341317
BWAY,1505065
ORGO,1661181
SWBI,1092796
PFIS,1056943
NXJ,1087786
CLNE,1368265
PML,1170299
ACNB,715579
MCTA,2035992
GEVO,1392380
LEGH,1436208
EIM,1176984
ZVRA,1434647
NFBK,1493225
MOV,72573
VBNK,1690639
INN,1497645
BLE,1176194
FMAC,2099232
NAGE,1386570
SABR,1597033
CBNK,1419536
NMG,1649752
EGY,894627
BDN,790816
LX,1708259
MSBI,1466026
ZDCAF,2025583
ETO,1281926
ATEX,1304492
EBF,33002
FPI,1591670
DPG,1515671
HKHC,88000
RBBN,1708055
VSTM,1526119
MITK,807863
HLLY,1822928
SIGA,1010086
BCYC,1761612
MAGN,41719
CTGO,1502377
ISD,1534880
CION,1534254
PRTH,1653558
CAN,1780652
KRT,1758021
SMWB,1842731
FDMT,1650648
CHCT,1631569
KOPN,771266
RSVR,1824403
GLOO,2069785
ASC,1577437
GTN,43196
LZM,1958217
YORW,108985
ORN,1402829
MYD,879361
SHMD,1987240
KRNY,1617242
BETR,1835856
OBE,1334388
KRSP,2074872
ADUR,1863934
GBFH,1791145
ITIC,720858
CIVB,944745
MCS,62234
CGC,1737927
JOUT,788329
ASTL,1860805
CERS,1020214
HSHP,1959455
REEMF,1419806
VRNO,1848416
VNDA,1347178
PKE,76267
KIO,1515940
GSKRF,1944955
FBIZ,1521951
GIW,2080019
FTW,2021042
AAM,2012964
MNPR,1645469
NRC,70487
CANG,1725123
CRAN,2081358
ZNOG,1131312
HPS,1215913
GSVRF,865400
ANSC,1854149
WOLF,895419
GLAD,1143513
GLSI,1799788
NBB,1478888
NPFD,1865389
MTW,61986
MLR,924822
GTEN,1986817
GLRE,1385613
DHIL,909108
CD,1527762
OSPN,1044777
EPRX,1581178
IMXI,1683695
BBBY,1130713
NBP,1778016
BSRR,1130144
GRVY,1313310
OLP,712770
HBCP,1436425
SEAH,2075786
FCEL,886128
APXT,2079253
DMAC,1401040
CARE,1829576
IGD,1285890
